Nom méthode;Famille méthode de contrôle biologique;Sous-famille méthode de contrôle biologique;Type de traitement;Partie traitée;Mode d'action;Groupe ciblé;Cible principale;"Autres caractéristiques (précision; nom commercial; caractéristiques d'emploi…)";Stade d'application;RDD ou OAD;Nombre d'application;Dose application;Niveau de satisfaction de l'utilisation de la méthode;Filière;Cultures;Pleine terre ou abri;Période expérimentation;Nom du projet;Site expérimental;Code postal site;Nom du système;Lien fiche SYSTEME
Aphelinus mali;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;naturellement présent;Mitigé;Arboriculture;Pommier;Plein champ;2012-2017;EXPE Ecophyto Pomme;CEFEL;82000;Ecophyto 1 Fuji;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_EXPE%20Ecophyto%20Pomme_Cefel.pdf;;;;
Acide pélargonique;Substances naturelles;Origine végétale;Herbicides;Sol;Herbicides;Végétaux;Défanage;"Beloukha; après broyage des fanes de PDT (inverse ?? Bizarre)";Bon;Grandes cultures;"Betterave sucrière; pomme de terre; pois; colza; blé";Plein champ;2013-2018;DEPHY EXP NPDC;EPL D'ARRAS;62217;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_EPLEFPA-Arras_IFT%2050.pdf;;;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;Piège à phéromone;Bon;Grandes cultures;"Betterave sucrière; pomme de terre; pois; colza; blé";Plein champ;2013-2018;DEPHY EXP NPDC;EPL D'ARRAS;62217;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_EPLEFPA-Arras_IFT%2050.pdf;;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;application à l'observations des premières limaces;Bon;Grandes cultures;"Betterave sucrière; pomme de terre; pois; colza; blé";Plein champ;2013-2018;DEPHY EXP NPDC;EPL D'ARRAS;62217;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_EPLEFPA-Arras_IFT%2050.pdf;;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;"Dipel; systématique sur CF2";Bon;Grandes cultures;"Pomme de terre; blé; chou-fleur; oignon;";Plein champ;2013-2018;DEPHY EXP NPDC;Pôle légumes;62840;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf;;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;application à l'observations des premières limaces;Bon;Grandes cultures;"Pomme de terre; blé; chou-fleur; oignon;";Plein champ;2013-2018;DEPHY EXP NPDC;Pôle légumes;62840;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf;;;;
Acide pélargonique;Substances naturelles;Origine végétale;Herbicides;Sol;Herbicides;Végétaux;Défanage;"Beloukha; 3 semaines avant récolte";Bon;Grandes cultures;"Pomme de terre; blé; chou fleur; oignon; chou-fleur";Plein champ;2013-2018;DEPHY EXP NPDC;Pôle légumes;62840;IFT50;http://www.ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_DEPHY%20EXPE%20NPDC_PL_IFT%2050.pdf;;;;
Bacillus pumilus;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes contre sclérotinose;Ascomycètes;Sclérotinia;Bacillus pumilus souche qst 2808 devrait être associé à un fongicide ?;Bon;Grandes cultures;Colza;Plein champ;2013-2018;EXPE systèmes GC Berry;Ferme du Chaumoy LE SUBDRAY;18570;Economie d'énergie (S3);http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EXPE%20syst%C3%A8mes%20GC%20Berry_Chaumoy_S3_0.pdf;;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;Bon;Grandes cultures;"Colza; blé dur; tournesol; blé tendre; orge";Plein champ;2013-2018;EXPE systèmes GC Berry;Ferme du Chaumoy LE SUBDRAY;18570;Economie d'énergie (S3);http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EXPE%20syst%C3%A8mes%20GC%20Berry_Chaumoy_S3_0.pdf;Non spécifié;;;;
Bacillus pumilus;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes contre sclérotinose;Ascomycètes;Sclérotinia;Bacillus pumilus souche qst 2808 devrait être associé à un fongicide ?;Bon;Grandes cultures;"Colza; blé dur; tournesol; blé tendre; orge";Plein champ;2013-2018;EXPE systèmes GC Berry;Ferme du Chaumoy LE SUBDRAY;18570;Réduction IFT (S2);http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EXPE%20syst%C3%A8mes%20GC%20Berry_Chaumoy_S2_1.pdf;;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;Bon;Grandes cultures;"Colza; blé dur; tournesol; blé tendre; orge";Plein champ;2013-2018;EXPE systèmes GC Berry;Ferme du Chaumoy LE SUBDRAY;18570;Réduction IFT (S2);http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_EXPE%20syst%C3%A8mes%20GC%20Berry_Chaumoy_S2_1.pdf;Non spécifié;;;;
Apport de fumier;Autres méthodes;Amendement organique;Fongicides;Sol;Antagonisme;Ascomycètes;Botrytis cinerea;Apport annuel;Bon;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Apport de fumier;Autres méthodes;Amendement organique;Fongicides;Sol;Antagonisme;Ascomycètes;Corky-root (Pyrenochaeta lycopersici );Apport annuel;Bon;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Apport de fumier;Autres méthodes;Amendement organique;Fongicides;Sol;Antagonisme;Basidiomycètes;Rhizoctonia;Apport annuel;Bon;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Apport de fumier;Autres méthodes;Amendement organique;Fongicides;Sol;Antagonisme;Ascomycètes;Sclérotinia;Apport annuel;Bon;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;Apport pas suffisant ou pas assez précoces;Mitigé;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Hyménoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parastoïdes;Pucerons;Pucerons;Hyménoptères parasitoïdes  (mélanges 6 espèces);Apport pas suffisant ou pas assez précoces;Mitigé;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Aleurodes;Apport pas suffisant ou pas assez précoces;Mitigé;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Phéromone lépidoptères;Médiateurs chimiques;Phéromones;Insecticides;Aérienne;Détection/piégeages de masse;Lépidoptères;Mineuses;Pièges à pheromones Pièges à pheromones;Apport pas suffisant ou pas assez précoces;Mitigé;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;
Aphidius matricariae;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parastoïdes;Pucerons;Pucerons;Apport pas suffisant ou pas assez précoces;Mitigé;Légumes;"Radis; tomate; salade";Sous abris;2012-2017;GEDUBAT;CTIFL Carquefou;44470;M1E Diversification;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf;;;;
Bacillus subtilis;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;Bacillus subtilis (souche QST 713)  SERENADE MAX;Moins de pression de la maladie pour les cultures automne et appliqué sur les laitues de deuxième tour seulement;seuils sur l'état racinaire;Bon;Légumes;"Salade; solancées; cucurbitacées";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T5 Plus de risque;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf;;
Bacillus subtilis;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Sclérotinia;Bacillus subtilis (souche QST 713)  SERENADE MAX;Moins de pression de la maladie pour les cultures automne et appliqué sur les laitues de deuxième tour seulement;seuils sur l'état racinaire;Bon;Légumes;"Salade; solancées; cucurbitacées";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T5 Plus de risque;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;CONTANS WG;Avant enfoussisment des résidu ou du travail du sol du précédent;seuils sur l'état racinaire;Mitigé;Légumes;"Salade; solancées; cucurbitacées";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T5 Plus de risque;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;Sluxx;Une application n'est pas suffisant si présence de forete populations.;Seuils de 10 % des plantes commercialisables touchées;Mitigé;Légumes;"Salade; solancées; cucurbitacées";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T5 Plus de risque;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf;;
Ail;Substances naturelles;Origine végétale;Nématicides;Sol;Répulsif;Nématodes;Nématodes;Substance naturelle anti-nématodes;Pas d'efficacité observée;avant ou après plantations ou dans le goutte à goutte;Aucun avis émis;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Basidiomycètes;Rhizoctonia;Piège à phéromone;Effet cumulatif sur le long terme;A la plantation des salades;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;Effet cumulatif sur le long terme;A la plantation des salades;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;;
Sorgho anti nématodes;Plantes de service;Plantes nématicides;Fongicides;Sol;Fumigation;Maladies telluriques;Maladies telluriques;Sorgho nématicides et solarisation;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;;;
Sorgho anti nématodes;Plantes de service;Plantes nématicides;Nématicides;Sol;Fumigation;Nématodes;Nématodes;sorgho anti nématodes;Pas d'efficacité observée;avant ou après plantations ou dans le goutte à goutte;Aucun avis émis;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;
Sorgho anti nématodes;Plantes de service;Plantes nématicides;Nématicides;Sol;Fumigation;Maladies telluriques;Nématodes;Sorgho nématicides et solarisation;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;;;
Trichoderma atroviride;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Basidiomycètes;Rhizoctonia;Trichoderma sp.;Effet cumulatif sur le long terme;A la plantation des salades;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;
Trichoderma atroviride;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Ascomycètes;Sclérotinia;Trichoderma sp.;Effet cumulatif sur le long terme;A la plantation des salades;Bon;Légumes;"Salade; melon";Sous abris;2012-2017;GEDUBAT;APREL Saint remy de provence;13210;"C3 Solarisation raisonnée; sorgho et biocontrôle";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_GEDUBAT_APREL_C3.pdf;;
Bacillus subtilis;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;Bacillus subtilis (souche QST 713)  SERENADE MAX;Moins de pression de la maladie pour les cultures automne et appliqué sur les laitues de deuxième tour seulement;seuils sur l'état racinaire;Bon;Légumes;"Laitue; épinard";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T6 Stimuler la vie du sol;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf;;
Bacillus subtilis;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Sclérotinia;Bacillus subtilis (souche QST 713)  SERENADE MAX;Moins de pression de la maladie pour les cultures automne et appliqué sur les laitues de deuxième tour seulement;seuils sur l'état racinaire;Bon;Légumes;"Laitue; épinard";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T6 Stimuler la vie du sol;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Ascomycètes;Sclérotinia;CONTANS WG;Avant enfoussisment des résidu ou du travail du sol du précédent;seuils sur l'état racinaire;Mitigé;Légumes;"Laitue; épinard";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T6 Stimuler la vie du sol;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;Sluxx;A la plantation et avat le stade rosette;Insatisfaisant;Légumes;"Laitue; épinard";Sous abris;2013-2017;GEDUBAT;INRA Alenya;66200;T6 Stimuler la vie du sol;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf;;;
Aphidius sp.;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Bon;Légumes;Courgette;Sous abris;2012-2017;GEDUBAT;GRAB Marguerites;30320;T2 Plantes sensibles limitées;http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf;Non spécifié;;;;
Phosphonates de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Oomycètes;Mildiou;Avec cuivre;Aucun avis émis;Légumes;"Légumes feuilles; courgette";Sous abris;2012-2017;GEDUBAT;GRAB Marguerites;30320;T2 Plantes sensibles limitées;http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf;;;;
Sorgho anti nématodes;Plantes de service;Plantes nématicides;Nématicides;Sol;Fumigation;Nématodes;Nématodes;deux engrais vert de sorgho;Mitigé;Légumes;"Légumes feuilles; courgette";Sous abris;2012-2017;GEDUBAT;GRAB Marguerites;30320;T2 Plantes sensibles limitées;http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;le soufre en préventif permet de limiter le développement de l'oïdium;Aucun avis émis;Légumes;"Légumes feuilles; courgette";Sous abris;2012-2017;GEDUBAT;GRAB Marguerites;30320;T2 Plantes sensibles limitées;http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf;;;;
Apport de fumier;Autres méthodes;Amendement organique;Nématicides;Sol;Antagonisme;Nématodes;Maladies telluriques;Apport de fumier type fumier de cheval pailleux;Bon;Légumes;"Aubergine; radis; épinard; navet";Sous abris;2012-2017;GEDUBAT;INVENIO - Lycée agricole Ste Livrade;47110;"T3 Aubergine; diversification hiver";http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Invenio_T3Aubergine.pdf;;;;
Apport de fumier;Autres méthodes;Amendement organique;Nématicides;Sol;Antagonisme;Nématodes;Nématodes;Apport de fumier type fumier de cheval pailleux;Bon;Légumes;"Aubergine; radis; épinard; navet";Sous abris;2012-2017;GEDUBAT;INVENIO - Lycée agricole Ste Livrade;47110;"T3 Aubergine; diversification hiver";http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Invenio_T3Aubergine.pdf;;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;s'attaquent aux jeunes stades;un sachet pour 4 plantes mi-mai et un faible apport fin juillet;Bon;Légumes;"Aubergine; radis; épinard; navet";Sous abris;2012-2017;GEDUBAT;INVENIO - Lycée agricole Ste Livrade;47110;"T3 Aubergine; diversification hiver";http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Invenio_T3Aubergine.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;s'attaquent aux jeunes stades;un sachet pour 4 plantes mi-mai et un faible apport fin juillet;Bon;Légumes;"Aubergine; radis; épinard; navet";Sous abris;2012-2017;GEDUBAT;INVENIO - Lycée agricole Ste Livrade;47110;"T3 Aubergine; diversification hiver";http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Invenio_T3Aubergine.pdf;;;
Canavalia ensiformis (Fabacées);Plantes de service;Plantes de biofumigation;Fongicides;Sol;Biofumigation;Ascomycètes;Big vein;Plante de service Canavalia ensiformis (Fabacées);Solarisation puis semis dense de sorgho;Bon;Légumes;"Laitue; tomate; concombre";Sous abris;2012-2017;GEDUBAT;INRA Alenya;66200;T7 Techniques validées;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf;;;
Canavalia ensiformis (Fabacées);Plantes de service;Plantes de biofumigation;Fongicides;Sol;Biofumigation;Ascomycètes;Botrytis cinerea;Plante de service Canavalia ensiformis (Fabacées);Solarisation puis semis dense de sorgho;Bon;Légumes;"Laitue; tomate; concombre";Sous abris;2012-2017;GEDUBAT;INRA Alenya;66200;T7 Techniques validées;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf;;;
Canavalia ensiformis (Fabacées);Plantes de service;Plantes de biofumigation;Fongicides;Sol;Biofumigation;Basidiomycètes;Rhizoctonia;Plante de service Canavalia ensiformis (Fabacées);Solarisation puis semis dense de sorgho;Bon;Légumes;"Laitue; tomate; concombre";Sous abris;2012-2017;GEDUBAT;INRA Alenya;66200;T7 Techniques validées;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf;;;
Canavalia ensiformis (Fabacées);Plantes de service;Plantes de biofumigation;Fongicides;Sol;Biofumigation;Ascomycètes;Sclérotinia;Plante de service Canavalia ensiformis (Fabacées);Solarisation puis semis dense de sorgho;Bon;Légumes;"Laitue; tomate; concombre";Sous abris;2012-2017;GEDUBAT;INRA Alenya;66200;T7 Techniques validées;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf;;;
Phosphate ferrique;Substances naturelles;Origine minérale;Molluscicides;Sol;Ingestion;Mollusques;Limaces;Sluxx;2 tratiements par culture de laitue;Bon;Légumes;"Laitue; tomate; concombre";Sous abris;2012-2017;GEDUBAT;INRA Alenya;66200;T7 Techniques validées;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf;;;
Apport de fumier;Autres méthodes;Amendement organique;Nématicides;Sol;Antagonisme;Nématodes;Nématodes;Limitation de populations de nématodes;Apport avant les cucurbitaces avant salades risques de trop de nitrates;observation toutes les semaines seuils;Bon;Légumes;"Salades; cucurbitacées (melon)";Sous abris;2012-2017;GEDUBAT;CTIFL Balandran - Bellegarde;30127;TM12 Apport de MO;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_GEDUBAT_CTIFL%20Balandran_TM12%20Apport%20de%20MO.pdf;;
Hyménoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Cette technique peut être localisée;"En melon 1 ou 2 lachers à l'appration des pucerons (0;5 à 1 guèpes /m²)";Bon;Légumes;"Salades; cucurbitacées (melon)";Sous abris;2012-2017;GEDUBAT;CTIFL Balandran - Bellegarde;30127;TM12 Apport de MO;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_GEDUBAT_CTIFL%20Balandran_TM12%20Apport%20de%20MO.pdf;;;
Amblydromalus limonicus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;"Amblydromalus limonicus avec nourrissage pollen  Pollen : NUTRIMITE 0;5 kg/ha";9 lachers de 125 ind/m;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Amblydromalus limonicus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"Amblydromalus limonicus avec nourrissage pollen  Pollen : NUTRIMITE 0;5 kg/ha";8 lachers de 125 ind/m;Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Encarsia avec pollen  Pollen : NUTRIMITE 0;5 kg/ha";Naturellement présent mais renforcé par le pollen;Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Aleurodes;"Eretmocerus mundus (+ pollen)  Pollen : NUTRIMITE 0;5 kg/ha";Naturellement présent mais renforcé par le pollen;Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Armicar;"associé à des engrais foliaires; traitement tous les 15 jours à l'apparition sur les jeunes feuilles";Bon;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;"Macrolophus  Pollen : NUTRIMITE 0;5 kg/ha";Naturellement présent mais renforcé par le pollen;Aucun avis émis;Horticulture;Gerbera;Hors sol serre verre (chauffées);2012-2018;HORTIFLOR;SCRADH - Hyeres;83400;S1 Gerbera Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf;;;
Extraits hydroalcooliques de plantes + argile + soufre + lithothamme;Substances naturelles;Origine végétale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Botrytis cinerea;attention effet sur auxiliaires;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
